street;street_type;lat;lon;named_after_person;annotation
Красноармейская улица;жилая улица;55.0158798;82.9744333;False;Красноармейская улица — обычный городской топоним.
улица Карла Либкнехта;жилая улица;55.0184785;82.9703563;False;улица Карла Либкнехта — обычный городской топоним.
улица Короленко;жилая улица;55.0156369;82.9674434;False;улица Короленко — обычный городской топоним.
Коммунстроевская улица;жилая улица;55.0231492;82.9811103;False;Коммунстроевская улица — обычный городской топоним.
улица Грибоедова;жилая улица;55.0168861;82.970376;False;улица Грибоедова — обычный городской топоним.
улица Лескова;жилая улица;55.0210243;82.9532114;False;улица Лескова — обычный городской топоним.
улица Панфиловцев;улица;55.0196318;82.9894775;False;улица Панфиловцев — обычный городской топоним.
Красносельская улица;улица;55.0207328;82.9800463;False;Красносельская улица — обычный городской топоним.
Октябрьская магистраль;главная улица;55.0220499;82.9327733;False;Октябрьская магистраль — обычный городской топоним.
улица Чаплыгина;жилая улица;55.0267346;82.9290036;False;улица Чаплыгина — обычный городской топоним.
Ленинградская улица;жилая улица;55.0089732;82.9684591;False;Ленинградская улица — обычный городской топоним.
улица Тургенева;жилая улица;55.0215645;82.9463498;False;улица Тургенева — обычный городской топоним.
Вокзальная магистраль;ул. общегородского значения;55.0339202;82.9047417;False;Вокзальная магистраль — обычный городской топоним.
улица Романова;жилая улица;55.034846;82.9213618;False;улица Романова — обычный городской топоним.
Потанинская улица;жилая улица;55.0335886;82.9173768;False;Потанинская улица — обычный городской топоним.
Нижегородская улица;жилая улица;55.0147332;82.9433301;False;Нижегородская улица — обычный городской топоним.
Мочищенское шоссе;улица;55.1034306;82.8993296;False;Мочищенское шоссе — обычный городской топоним.
Радужная улица;жилая улица;55.1347772;82.8778678;False;Радужная улица — обычный городской топоним.
Дунайская улица;ул. районного значения;55.0194621;82.9858193;False;Дунайская улица — обычный городской топоним.
улица Белинского;жилая улица;55.0099832;82.9773207;False;улица Белинского — обычный городской топоним.
улица Чехова;жилая улица;55.0093449;82.9731594;False;улица Чехова — обычный городской топоним.
Садовая улица;жилая улица;55.0039311;82.9727674;False;Садовая улица — обычный городской топоним.
Московская улица;жилая улица;55.0064649;82.9718907;False;Московская улица — обычный городской топоним.
улица 3 Интернационала;жилая улица;55.0091834;82.95397;False;улица 3 Интернационала — обычный городской топоним.
улица Толстого;жилая улица;55.0066541;82.9768079;False;улица Толстого — обычный городской топоним.
Автогенная улица;жилая улица;55.0061987;82.9667755;False;Автогенная улица — обычный городской топоним.
Лазурная улица;улица;55.037025;83.0231235;False;Лазурная улица — обычный городской топоним.
Волочаевская улица;ул. районного значения;55.036384;83.0188783;False;Волочаевская улица — обычный городской топоним.
улица Пархоменко;ул. районного значения;54.9872582;82.8600879;False;улица Пархоменко — обычный городской топоним.
улица Серафимовича;жилая улица;54.9844257;82.880028;False;улица Серафимовича — обычный городской топоним.
Тихвинская улица;жилая улица;54.979984;82.8675382;False;Тихвинская улица — обычный городской топоним.
Кривощёковская улица;ул. районного значения;55.0159366;82.9286929;False;Кривощёковская улица — обычный городской топоним.
Артиллерийская улица;жилая улица;55.0242467;82.9619307;False;Артиллерийская улица — обычный городской топоним.
улица Державина;жилая улица;55.0393208;82.9281357;False;улица Державина — обычный городской топоним.
дублёр Ипподромской;улица;55.0532534;82.9399207;False;дублёр Ипподромской — обычный городской топоним.
Плановая улица;главная улица;55.0564921;82.8913477;False;Плановая улица — обычный городской топоним.
Коммунистическая улица;жилая улица;55.0230706;82.9166074;False;Коммунистическая улица — обычный городской топоним.
Большая улица;ул. общегородского значения;55.0089661;82.8636847;False;Большая улица — обычный городской топоним.
Колыванское шоссе;главная улица;55.0393462;82.8004945;False;Колыванское шоссе — обычный городской топоним.
Гусинобродское шоссе;главная улица;55.0344899;82.9980293;False;Гусинобродское шоссе — обычный городской топоним.
Бийская улица;жилая улица;54.9765186;82.8239328;False;Бийская улица — обычный городской топоним.
улица Халтурина;жилая улица;54.9878044;82.8236936;False;улица Халтурина — обычный городской топоним.
улица Филатова;жилая улица;54.9879581;82.827365;False;улица Филатова — обычный городской топоним.
Фасадная улица;жилая улица;54.9871962;82.8195003;False;Фасадная улица — обычный городской топоним.
улица Забалуева;ул. районного значения;54.9900322;82.8211992;False;улица Забалуева — обычный городской топоним.
Восточное шоссе;ул. общегородского значения;55.1224972;83.0115257;False;Восточное шоссе — обычный городской топоним.
Танковая улица;магистраль;55.0638727;82.9351433;False;Танковая улица — обычный городской топоним.
Туннельный спуск;ул. районного значения;55.0321643;82.8992068;False;Туннельный спуск — обычный городской топоним.
улица Челюскинцев;ул. общегородского значения;55.0371284;82.8988997;False;улица Челюскинцев — обычный городской топоним.
Народная улица;жилая улица;55.063044;82.936055;False;Народная улица — обычный городской топоним.
улица Новая Заря;улица;55.0821273;82.9685858;False;улица Новая Заря — обычный городской топоним.
улица Овчукова;улица;55.0893497;82.9678291;False;улица Овчукова — обычный городской топоним.
улица Кутателадзе;ул. районного значения;54.8579807;83.0986475;False;улица Кутателадзе — обычный городской топоним.
улица Героев Труда;ул. общегородского значения;54.8679026;83.0804368;False;улица Героев Труда — обычный городской топоним.
улица Демакова;ул. районного значения;54.8637732;83.1010257;False;улица Демакова — обычный городской топоним.
улица Иванова;ул. общегородского значения;54.8719414;83.1016482;False;улица Иванова — обычный городской топоним.
улица Мусы Джалиля;улица;54.8603188;83.0959273;False;улица Мусы Джалиля — обычный городской топоним.
Линейная улица;ул. районного значения;54.986833;82.7081955;False;Линейная улица — обычный городской топоним.
Степная улица;жилая улица;54.9890592;82.6696392;False;Степная улица — обычный городской топоним.
Гидромонтажная улица;ул. общегородского значения;54.8602199;82.9778723;False;Гидромонтажная улица — обычный городской топоним.
улица Молодости;улица;54.8598511;82.9696029;False;улица Молодости — обычный городской топоним.
улица Шевченко;ул. районного значения;55.0221458;82.9396084;False;улица Шевченко — обычный городской топоним.
Инская улица;жилая улица;55.011643;82.9321314;False;Инская улица — обычный городской топоним.
Светлановская улица;жилая улица;55.0737197;82.9161996;False;Светлановская улица — обычный городской топоним.
Северная улица;ул. общегородского значения;55.0717995;82.9141588;False;Северная улица — обычный городской топоним.
Рекордный переулок;ул. общегородского значения;55.0894414;82.9383787;False;Рекордный переулок — обычный городской топоним.
улица Красных Зорь;ул. общегородского значения;55.1117063;82.9684888;False;улица Красных Зорь — обычный городской топоним.
улица Мясниковой;ул. районного значения;55.1039271;82.9551034;False;улица Мясниковой — обычный городской топоним.
улица Кочубея;ул. районного значения;55.1077291;82.9572188;False;улица Кочубея — обычный городской топоним.
улица Краузе;ул. общегородского значения;55.1163713;82.942609;False;улица Краузе — обычный городской топоним.
улица Дмитрия Донского;ул. районного значения;55.0619645;82.8928576;False;улица Дмитрия Донского — обычный городской топоним.
Тайгинская улица;ул. общегородского значения;55.1116729;82.9797564;False;Тайгинская улица — обычный городской топоним.
Снегири;пригород;55.108701;82.9690835;False;Снегири — обычный городской топоним.
Юго-Западный жилмассив;пригород;54.9678125;82.8453301;False;Юго-Западный жилмассив — обычный городской топоним.
улица Сибиряков-Гвардейцев;ул. общегородского значения;54.9661067;82.9002438;False;улица Сибиряков-Гвардейцев — обычный городской топоним.
Саратовская улица;улица;55.0372699;82.8834997;False;Саратовская улица — обычный городской топоним.
улица Стофато;жилая улица;55.0328781;82.9800494;False;улица Стофато — обычный городской топоним.
улица Журавлёва;жилая улица;55.0299843;82.9796379;False;улица Журавлёва — обычный городской топоним.
